prefix1,prefix2,prefix3,prefix4,prefix5,prefix6,prefix7,prefix8,prefix9,prefix10,prefix11,prefix12,prefix13,prefix14,prefix15,prefix16,prefix17,prefix18,prefix19,prefix20,session_id,label,situation,gen1,gen2,gen3,gen4,fixed,#,
"[supporter] Oh, it sounds like you are stressed from the academic pressure that you are facing right now?","[seeker] Yes, I have a lot of coursework but I have no help from from my advisors. A few of my peers feel the same way. Not sure what to do. I don't believe remote learning is helpful in a master program because the professor/advisor are not always available.",[supporter] I see how this can be stressful for you and your fellow peers. Have you tried other steps besides the one's you tried before by contacting the professor?,"[seeker] I tried, but the coursework is difficult and the other solution is tutorials on youtube but there is so much you can do on your own. Plus I have a job as well, so limited hours",[supporter] I can relate to this because it is hard to work and do school as well. I can tell it makes you feel concerned about your schooling and you want to do the best you can.,"[seeker] I wish so, do your best and hope for the best I guess.",[supporter] You are doing great I believe and really trying hard to do your schoolwork right.,[seeker] I just need to deal with the stress so it doesnt effect me,[supporter] Why do you think that might be?,"[seeker] I feel that the stress is effecting my sleep and my work, because I constantly worry. Any tips?","[supporter] I would try to have a regular to set a goal for each day by stating to yourself today is a new day, remain focus on the task at hand, try not to worry about all tasks at once, and lastly try to find a relaxing sleep schedule that fits your needs.","[seeker] I see, I think making a schedule and breaking task into little ones will help complete them. I guess I will stress less.","[supporter] Yes, It will be hard at first because you are not use to it, but once you get started your life will be so much more relaxing. Your stress level will become more less than what is was before. Also, You will be able to have a clearer mind to concentrate on your schoolwork more by having this new schedule.",,,,,,,,111,Normal,I have a lot of academic pressure from my program and I'm not receiving any help from my advisors.,"I try to schedule, but life keeps interrupting. Job, friends, drama... I can't focus.","You're juggling chainsaws. It's not a focus problem, it's a boundary problem. Can you carve out one ""sacred hour"" where the world can't touch you?","I think I can set a ""Do Not Disturb"" hour.","That sounds like a strong experiment. If you protect one hour consistently, it can reduce the constant “catch-up” panic. You could start small: DND + one clear task list for that hour. What time of day is most realistic for you to keep that hour without interruptions?",TRUE,60,1
[seeker] I am worried that he would bring it up to my coworkers and I'd feel left in the open. I don't know the best course of action.,"[supporter] Usually, bosses are required to keep those sorts of things confidential. You could request to speak to someone in Humane Resources, who is trained to help workers.","[seeker] I might just do that, although I am worried about escalating above my boss and above my coworkers. Maybe it may best to speak to my coworkers,","[supporter] You could speak to your coworkers and let them know that you would like a friendlier, more open work environment. Do you think that might help?","[seeker] It might, I don't know what set them off in the first place.",[supporter] That might be a good place to start when it comes to approaching them. Let them know your side of the situation and maybe they will understand.,[seeker] I think I will. Would you recommend me buying coffee and doughnuts?,[supporter] I think buying coffee and doughnuts sounds like a wonderful idea. It seems like you are really willing to help create a healthier work environment.,[seeker] yeah for my sanity. Thank you,[supporter] Of course. It's been nice to speak with you. I hope everything goes well for you.,"[seeker] Thank you, goodnight",[supporter] Goodnight to you as well!,,,,,,,,,608,Normal,"co workers seem to ignore me and don't say hello, i feel unwanted.","I want to break the ice, but I'm scared of making it awkward.",The awkwardness is already there. You have nothing to lose. What's the game plan?,"A simple ""Good morning"". Keep it low stakes.","That’s a good, low-pressure start. Try it once or twice and see what happens—sometimes it takes repetition for a new pattern to form. And if someone doesn’t respond, it doesn’t automatically mean you did something wrong. Who feels like the safest coworker to greet first?",TRUE,61,1
[seeker] My boyfriend brokeup with me 6 months ago and without saying good bye face to face.....it is just making me wonder why?,[supporter] I am sorry to hear that.,[seeker] We were not able to see each other ever since the pandemic and we just ended our relationship,[supporter] I would like to give some suggestions,[seeker] that would be great,[supporter] Please ask your boyfriend to discuss to me so that i can advice him,[seeker] We don't talk anymore.,[seeker] I could not reach him and i do not want to talk to him too,[supporter] This pandemic is taking longer time to settle because many people do not follow the guidelines suggested,[seeker] definately....,[supporter] Please do not get upset.  Try to understand each other then only it is possible to reconcile,[supporter] Please cooperate with each other so you can be back together,,,,,,,,,1106,Normal,"I was heart broken for 6 months and hoping to heal my broken heart. I feel sad, depressed and sleepless nights.",Throwing myself into hobbies. Anything to stop the sadness.,Distraction is a valid survival tactic. What are you creating?,Painting. It helps get the emotions out of my head.,"Painting sounds like a meaningful outlet—like you’re giving the feelings somewhere to go. If sleep is still rough, we could also add one gentle wind-down step alongside your art (a consistent bedtime cue, journaling, or a short relaxation routine). What usually makes nights hardest for you?",TRUE,62,1
[supporter] Let's take things one at a time .. have you lost your job recently?,[seeker] No,[seeker] it is hard finding one,"[supporter] Yes, I can understand that jobs are very hard to come by right now",[seeker] Yes they are but I at least have friends to talk to for help,[supporter] Well that is one positive thing. Can you tell me a little about the guy you are afraid to open up to?,[seeker] Well I met him on a dating site and he lives in France but he is also turkish i dont know much about turkish men but he says he loves me and he sees something with me but i barely know we only talking for few weeks now,"[supporter] Well, I would recommend not taking things too quickly but relationships online CAN work - I met my fiance of ten years online.",[seeker] oh that is wonderful,[supporter] But we did take it very slowly and talked for a year before we met in person.,[seeker] i told him i dont want to rush things he fine with taking things slow but he does want me to take a chance with him,[seeker] im 23 and he is 27 he is a positive sweet guy currently he is battling covid,"[supporter] Well, if he is reliable then he will be happy to wait till you are ready to meet. Where do you live, do you mind me asking?",[seeker] I live in America and he live in France,"[supporter] Ah well definitely do not contemplate meeting him whilst the pandemic is on! But it might be  good excuse to put things off for a bit, do you think?",,,,,,87,Normal,I am scared to open myself up to others such as men because I do not want my heart to be broken but it is also due to my insecurities about my looks and weight.,"There's a guy in France. Distance feels safer, but how do I get close without getting hurt?","Long-distance is a double-edged sword. Safe, but lonely. Have you tried video chatting to see if the vibe is real?",Thinking about it. It makes it more personal.,"Video is the truth teller. It cuts through the fantasy. Try it. If it's scary, you can always hang up.",TRUE,63,
"[supporter] Hello, how are you today?",[seeker] I'm doing ok,[supporter] That's good to hear. Is there anything that you would like to talk about?,"[seeker] Yes, me and my partner are considering breaking up as she wants to move to another state to be with her cousin and have a fresh start. I want to stay and be around my family. So that is the dilemma.","[supporter] So it sounds to me like you're experiencing stress about choosing between staying in your current relationship, or staying close to your family. Do I have that right?",[seeker] Yes and its very hard for me to make a decision on which to choose.,[supporter] I can understand how that feels. Anybody would have a hard time deciding between those options.,[supporter] May I ask you a question about your relationship?,"[seeker] Yes, sure","[supporter] Compared to other relationships that you've had in the past, how strongly do you feel about this one?","[seeker] I would say compared to every relationship I have had, this is the best relationship I have been in. Plus we have children involved.","[supporter] That helps me understand that this is quite a problem, however talking to you now I feel like you can trust yourself to eventually reach the best decision.",[supporter] Have you talked this out with your family and your partner together?,"[seeker] I think that after speaking with you, I realize the choice I must make though difficult. And yes we have talked with everyone close with us or connected.",[supporter] How did that go? Did everybody feel like they had their voice heard in a cooperative manner?,[seeker] I feel like everyone respected both of our wishes as they were different but everyone also offered advice and shared their experiences. Everyone was cooperative.,"[supporter] So you had a cooperative conversation, but not a very productive one, is that right?",[seeker] Yes we listened to each other but it was still a more agree to disagree conversation. No over talking or arguments.,"[supporter] I understand how those conversations go, believe me we all have them. They don't seem to solve much a first, but we better off doing it than not.",,206,Normal,Well we are at different places in our lives. My partner wants to leave to go to another state to be with her cousin. I want to stay around the family we have here already.,The kids are going to be crushed. How do I explain that mom is leaving but dad is staying?,That's the nightmare conversation. Kids need security. Do you think they'll blame themselves?,They'll be confused. I need to handle this carefully.,"Honesty without villainizing the other parent. ""Mom loves you, Dad loves you, but we live in different places."" It's hard, but necessary.",TRUE,64,
"[seeker] Hi there, I really need someone to talk to. My partner has been cheating on me and I feel totally worthless.",[supporter] oh my goodness. I'm so sorry to hear that. when did you find out?,[seeker] Only very recently. I answered his phone and it was her! When I confronted him he admitted it.,[supporter] that's a hard way to find out. are you still in the same house?,[seeker] Yes because for financial reasons we have to be. Our relationship is really strained though and we are sleeping in separate bedrooms.,"[supporter] i can't imagine what you are going through, but separate spaces sounds like a very good idea to me.",[seeker] It is made worse by the fact that we are in lockdown and so can't really see other people at the moment. Do you think I should try and break away for good?,"[supporter] before you take any action, i'd ask myself what are your options?","[supporter] you know that his actions have very little to do with you and more to do with him, right?","[seeker] Well, I could move out but I can't afford to rent a flat on my own. I'd have to move in with my parents, realistically.",[seeker] I keep telling myself that but I feel really betrayed. I keep wondering what she is like and whether she is prettier and more successful than me.,[supporter] are your parents supportive of that idea?,[seeker] I have not really talked to them about it. I feel a bit ashamed having to admit to them that my relationship has not worked out.,[supporter] it's not about her or you. it's about him.,,,,,,,642,Normal,I recently found out my partner had been unfaithful to me and I don't think the relationship will survive.,"He says sorry, but I look at him and just see a liar. Trust is gone.","Sorry doesn't fix a shattered foundation. Once the glass is broken, can you ever stop seeing the cracks?",I don't think I can. I'm not ready to forgive.,"And you don't have to. Forgiveness is earned, not demanded. Take your space.",TRUE,65,
[supporter] Just reaching out to talk with someone else is a great first step.,[seeker] What did those people do to end the relationship if you want to call it that?,[seeker] You keep saying it's good to reach out. I'm reaching out to you trying to find a way to turn off my emotions for this man.,"[supporter] Sometimes, a good first step is to reach out to friends who can help you fill your time and avoid interactions with him.",[supporter] And co-workers often can help you find ways to avoid him in the office. Are others aware of the relationship who can help you with that?,[seeker] My friends don't know about my situation with Doug. I do suspect some people at work are putting us eating lunch and taking walks together as something more.  +,[seeker] Doug make my sing and makes my body come alive but his presence is starting to break my heart because this situation is not going anywhere. I need help! It's not Doug's problem it's mine!,[seeker] I don't like his wife because if she was treating him well he wouldn't be with me. So why doesn't she just let him go?,[seeker] I'm starting to think if she was out the picture Doug and I could be together in a real relationship you know what I mean?,"[supporter] I can hear your anguish, and I understand your frustration. It's not clear to me, though, that Doug is being honest with you or with his wife.",[supporter] You mentioned that Doug can't provide the emotional support that you need. Do you think he's being fully honest with you about his relationship with his wife?,[seeker] I don't understand. Doug's married I know that but I want what his wife has so she's not the problem.,"[supporter] You're absolutely right. It sounds like Doug is the problem. He's cheating on his wife, and he's not giving you the emotional support you need.",[seeker] All I want to know from you is to tell me how to get rid of the feelings I have for Doug or how to get rid of his wife since you think she's part of the problem?,"[supporter] With the holidays coming up, maybe you could avoid him for an extended stretch and really do something about what it is you are looking for in a partner.",[seeker] Like what? The media says stay inside with love ones. Doug is my love one. Wouldn't I be putting myself at risk of getting the conrovirus meeting someone new?,[supporter] I wouldn't say that Doug's wife is part of the problem. She's sounds like another victim of his philandering and dishonesty.,,,,760,Normal,I knew Doug was married when we first started talking. It wasn't supposed to be anything serious. Just a fling!,"I'm hooked on him. I know it's toxic, he's married, but I can't walk away.","It's not love, it's a dopamine loop. You're chasing the high. What can you do today that is 100% for YOU and 0% for Doug?",I need to distract myself. Find something that makes ME happy.,"Exactly. Be the protagonist of your own life, not the side character in his.",TRUE,66,
[seeker] The issue is finding someone you click with. I think that's hard. I'm not sure my doctor could do much for me - she's already got me on the waiting list for therapy through her organization.,[supporter] Have you tried searching online? I have personally found some useful groups that have helped me deal with the mental health issues that I have.,"[seeker] If it wasn't for COVID, I'd probably look into support groups...",[seeker] Oh yeah? Can you recommend anywhere to start?,[supporter] There are plenty available online where you would not need to see anyone in person. Try googling for support groups in your local area?,"[supporter] I'd really recommend doing that, it could help you a lot! I wish you all the best and hope that 2021 is a better year for you.","[seeker] Okay. I also just moved to a new state, and don't really know anyone yet. It's a hard time for making new connections.","[seeker] Thank you - best wishes to you, too!",[supporter] That is tough ... so you are feeling uprooted as well as bereaved? I can only hope things go well for you,[seeker] At least I'll never lose another parent...,[supporter] That's a slightly macabre way of looking at it but .. true.,[supporter] Have a lovely festive season,[seeker] You too. Bring on 2021!!,[supporter] quite!!,,,,,,,181,Normal,"My dad died last year, a few days after Christmas.",Holidays are just reminders of him now. I feel lost without his guidance.,The first year of 'firsts' is the hardest. The empty chair at the table screams. Do you still talk to him?,Sometimes. Mostly I just try to stay busy to numb it.,"Numbing works for a bit, but grief waits. Whatever gets you through the day—crying, working, talking—is the right way.",TRUE,67,
[supporter] Yes that has been a big stressor for many. I sometimes find myself having trobule to fall asleep. So I make sure my room is dark and think about something relaxing.,[seeker] I think my problem is I think too much :-(,"[supporter] no tv, cell phones etc. a hot shower before bed might help.",[supporter] When you can not shut your mind down it will prevent you from thinking and so I will actually to clear my head just think of something relaxing or enjoyable.,[seeker] I guess I can try that,"[supporter] Try to make sure the room is dark and for whatever reason they say a glass of warm milk too but I never had to try that, just relaxing thoughts and a dark room and a fan idk.",[seeker] Why a fan?,[supporter] the sound of the fan can be relaxing for me idk why,[seeker] okay,[supporter] sometimes white noise helps or the sounds of frogs on an app idk why but that works for some people too. The important thing is find something that works and relaxes your mind from thinking too much if you can.,[seeker] Frogs huh? I don't think that would sound relaxing. Haha,[supporter] a running river or something that is tranquil to you and frogs work for some people or crickets idk why lol.,[seeker] Interesting,[supporter] Hopefully this pandemic willl be over and we can all go back to work,,,,,,,879,Normal,I lost my job 8 months ago and I haven't been able to find anything. So as a result I have felt very depressed because my life has lost all sense of structure.,"Drifting. No job, no schedule, no purpose. Just floating.","The lack of anchor is what causes the sea sickness. Beside the job hunt, what is one thing you can control today?",Walks. Reading. Trying to keep a routine.,"Routine is your raft. Cling to those walks. They prove you're still moving forward, even if the job hasn't come yet.",TRUE,68,
"[seeker] I feel like I should just cut her off completely, I don't have time for her drama.  What do you suggest?","[supporter] I would actually suggest just that. If you have tried, or do not even feel like going down that path. Then that is your decision. You should look out for yourself!","[seeker] True, I definitely do not need to be caught up in her mess.  I have too much to lose.  I just feel bad like i am abandoning her.","[supporter] The thing is with drugs, that person already abandoned themselves. Sometimes they can get the help they need, but they need to do it on their own terms. Its kind of like a blackhole where everything gets sucked into their life.","[seeker] True, I know she has to want to help herself.",[seeker] I hate this disease.,"[supporter] Me too, i dont know how many bridges i burned all those years ago.","[seeker] Probably a lot, hopefully you made amends.  I will talk to her and tell her I am here for her if she decides to get clean.",[supporter] Thats really all you can do. I made amends with those that would listen.,"[seeker] I will talk to her tomorrow, thanks","[supporter] Not a problem, thank you for sharing!",[seeker] bye and thanks for listening,[seeker] bye,[supporter] Have a great night!,,,,,,,577,Normal,My friend is using drugs.,I mourn the person she used to be. It's like she's a ghost.,"Grieving the living is a special kind of hell. You want to save her, but you can't save someone from themselves. How are you guarding your heart?","I want to help, but I know I can't force it.","Wisdom is knowing the difference. Be a lighthouse, not a lifeboat. Shine the light, but don't drown with her.",TRUE,69,
[supporter] What is stressing you out? Maybe I can encourage you.,[seeker] i can't maintain a work - life balance. unable to connect socially.,[seeker] i feel alone eventhough i am in my home,"[supporter] Your home work balance, are you working from home?",[seeker] yes. i am working remotely from home due to this pandemic.,[supporter] I can understand that you would feel lonely. Isolation is not healthy for any of us. It seems to be forced on us. Have you any friends or family you could call on the phone?,"[seeker] yes.i have. but , its bad that you can't meet them in person or you haven't gone out for a while.","[supporter] It is true, it feels terrible to not go out. We don't listen to the government anymore because we don't know anyone who died, so we still meet with our friends. I would be lost without them, however we don't meet as much so I do make it a point to call them. What will happen if you leave your home?","[seeker] honestly, i am afraid to leave my home. we can't be so sure about our safety. so i am to be happy with the things i have. but the feeling of being left alone and work pressure sucks me more.",[supporter] Do you have a lot of friends how were healthy that died?,"[seeker] i have lot of colleagues and friends. to the best of my knowledge, i don't think that the people who are healthy will die.","[supporter] I have found that being in isolation lowers my immunity, and if I want to be healthy, fresh air, loving friends, exercise, good healthy food is the way to do it, not isolation and loneliness. That affect me emotionally and I don't want to despair, that makes me feel terrible. It doesn't feel healthy, and we know no one that has died either.  But if you are not going to go out, do you have goals to help you not feel lonely, any ideas? Any thoughts on how you can fix this so you don't feel so lonely?",[seeker] you are absolutely right. i just try to divert my mind on entertainment and cooking . my work burden increased to a greater extent.,[supporter] You might even want to call your friends and colleagues to see if any of them are meeting up. We are social creatures. We need to socialize.,,,,,,,347,Normal,i feel so depressed because of this pandemic and job stress.,"Cooking is my escape. When I'm chopping veggies, I don't think about the virus.",Zen and the art of cooking. Sensory grounding is powerful. What's the best thing you've made recently?,Healthy stuff. Stir-fries. Feels good to fuel the body.,Control what you eat when you can't control the world. Smart. Maybe share a pic of the food with a friend? Connection helps too.,TRUE,70,
[seeker] Hi there,[supporter] Hello :),"[seeker] This is a tough one. since starting a new job and being around really smart people and feeling that I can't really measure up anymore. I'm finding this really tough, I'm good at my job I'm very committed but I just don't seem to get the same results as  others?",[supporter] So it sounds like you feel like you don't measure up to your co-works because they are getting different results than you?,[seeker] that is certainly part of it however I also feel like they have more experience than me so maybe I'm just putting too much pressure on myself?,[supporter] I would completely agree with that statement you are much newer than your co-workers. I believe you that you are very committed to your job. I am sure that with time you will get the same results as them if not better!,[supporter] Are there any co-workers you feel close to or see a friendship developing with?,[seeker] that's nice of you to say but I also don't feel as organised. I suppose that's to be understood in a new job scenario.,[seeker] Yes there are a few really nice co-workers,[supporter] Of course! With time you will get the hang of it. Well thats good to hear! Maybe you could ask one of them to coffee and express how you are feeling. I would bet that they felt the same when they started.,[seeker] I think what I do is so complicated I sometimes wonder if I've been off more than I can chew. is this something you can relate to?,[supporter] That certainly is something I can relate. There was a period of time in school where i signed up for way too many classes and had to drop out of a few. If you feel like you are in over your head it is ok to take a step back. It is important that you take care of your self and know your limits. :),[seeker] I suppose it's difficult to know when something is too much for you or if you need to give it more time.,"[supporter] I would say if you are showing signs for several weeks of being overwhelmed (tired, stressed, snappy etc.) That is probably is too much","[seeker] Thanks he problem is I've worked really hard to get a better position and if I wasn't successful and feel like a failure. maybe I should look at it like this job just isn't for me if, like you say, I can't seem to get on after several weeks.",[supporter] I would say thats the right option if this persists. I am sure there are other jobs that would fit you well!,"[seeker] Yes I suppose that is true actually. Just because I'm not good at this job, doesn't mean I wouldn't be great others. I suppose it's best to give it a go and see at least then you can say you tried. have you ever put too much pressure on yourself?",[supporter] Yes i have and it did not end well I burned out and couldn't do my job at all.,"[seeker] Ah, so you have suffered with a similar situation. it is comforting to know the others face similar challenges and it's not just me",[supporter] Of course you are not alone!,735,Normal,Since getting a new job I feel like I'm constantly trying to prove myself. I measure myself against other people and just don't feel I'm good enough.,"I'm desperate to improve, maybe I should just ask my coworkers how they do it?",Vulnerability is a power move. Asking for help kills Imposter Syndrome. Think they'll be cool about it?,I hope so. I think they want to help.,People love being experts. Asking them for advice strokes their ego and helps you learn. Win-win. Do it.,TRUE,71,
[seeker] as far as holiday plans,[supporter] I completely understand that i feel that pain as well.,[supporter] are you there?,[seeker] oh I am sorry to hear that,[supporter] it's ok there are plenty of other things that you can do with family during this time,[seeker] Thats true that should be the holiday spirit and keep hope alive,[supporter] exactly so what else do you have planned are you ready for the new year?,[seeker] Cook a good meal and spend time with my kids and spouse. Gifts wont be extravagant this year but I guess its the thought that counts,[supporter] yes it's the thought that counts and being blessed to be around love ones,"[seeker] Totally, thanks for that insight",[supporter] I myself is going to enjoy good food and enjoy hopefully some decent winter weather,[supporter] your welcome,"[seeker] very nice, does it snow where you live ?",[supporter] no snow here the weather was really nice today high of 60 degrees,[supporter] what about where you are at?,[seeker] awesome. we are dealing with 60s ourselves,[seeker] which is not too bad either,[supporter] nice,,,194,Normal,Loss of job and the pandemic.,"We're improvising. Board games, movie nights... making our own joy in the bunker.",Bunker bonding! That's how resilience is built. What's the family favorite so far?,Movie nights are a hit.,"Keep that tradition. Years from now, you won't remember the fear, you'll remember the movies.",TRUE,72,
[supporter] Is it one specific family member or all of them?,[seeker] lol its all of them...parents and sister,[seeker] idk it's a bit personal and very sad. i wouldn't want to make you sad too,[supporter] Is the problem bad enough that you feel you would like to cut them off entirely?,"[supporter] I am sorry, I was not trying to intrude :)","[seeker] yeah, actually my husband and i were talking about cutting them off",[seeker] i've cut them off before but this time i have more stability and am happy with my life (unlike they come and ruin all the nice things in my life with their bad attitudes),"[supporter] It is a very big decision to make, but in some cases it is the best one.",[seeker] #toxicfamily - it's just all very sad,[supporter] Is there any possibility of getting professional counselling or something before making the final decision?,[seeker] yeah we just talked to my therapist,[supporter] I am glad you have someone to talk to!,,,,,,,,,996,Normal,my family is very superficial and they can't connect authentically with me.,My husband is fed up with them too. It helps that we're a team.,"Us against the world. That alliance is everything. Have you discussed cutting them off, or just setting walls?",We need boundaries. Protect our peace.,Boundaries aren't mean; they're necessary. Build the fence high and enjoy your peace inside it.,TRUE,73,
"[supporter] I understand,  I have been in a similar situation recently. COVID-19 really has got us all down.",[seeker] What a great nation we live in.....a future 3rd world one.,"[seeker] Yeah, but I was a good accountant.","[supporter] WOW, I'm sure that is a big change for you...","[seeker] Yeah, I have not told my wife about it just yet.","[supporter] I agree, this country has got some issues but we can get through them","[supporter] Uh, oh, how do you think she will react?","[seeker] Yeah, I am not sure.  I better wait to break the news in 2021.",[supporter] The good news is that we are on an incline for unemployment so there are a lot of opportunities out there.,[seeker] And I am not the only one who is losing my job. Seems that all of accounting is going to be getting the axe. It makes me sad....,[supporter] You could maybe tell her at the very end of this year so you can start fresh for the new year. Do you have a resume?,"[seeker] Plus, I have a 50 dollar a day spending habit on lottery tickets to one day hit it BIG","[seeker] Yes, I have a resume that I have not updated just yet.","[seeker] I have a college education and a CPA to boot, but I need one lucky break in life.",[supporter] Sometimes that will help to get a better perspective on things... taking some time away from everything in order to catch a breath.,[seeker] Maybe I can spend some quality time with my kids without them knowing I will be out of a job as of 01/15/2021,"[seeker] It is almost Christmas, too.","[supporter] I hear ya, I feel like that quite a bit. Like if isn't one thing it's another. I'm sure your wife will understand how the economy has gotten and that she knows that it isn't your fault.",,,104,Normal,I just was told that I ma out of a job as of January 15th. I am going to get paid for those two weeks in January that I won't be with the company.,How do I tell my wife? I don't want to panic her.,"The ""we need to talk"" moment. Scary. But she's your partner, not your child. She deserves the truth. Tonight?",She worries about money. I want to have a plan first.,"We have a cushion, and I have a plan. Lead with reassurance, but be honest about the challenge. You got this.",TRUE,74,
[supporter] Why do you feel that way? Could it be the people your surrounded by making you feel that way?,"[seeker] I always felt depressed. It is just worst during the holidays because people expect you to be happy and if you aren't, then they blame you for ruining their holiday",[supporter] I think everyone's off this holiday season. It's not a normal christmas.  You're not alone in feeling this way.,"[seeker] Yea, I suppose it's better that everyone else feels a little more depressed with me, I guess",[seeker] At least this holiday,[supporter] Has anyone specific made you feel this way? I would hope your family doesn't make you feel that your depression ruins Christmas that's horrible,"[seeker] Well, they don't understand. No, it isn't anybody specific. But, yea, they tend to think I ruin half of everything","[seeker] The start of the new year is rough too, because you have to start all over again with breaking your goals for the next year, but we don't really need to go there",[supporter] I think you need to surround yourself with more understanding people.,[seeker] I agree,[seeker] It's hard to find those people though,[seeker] How often do you feel depressed,[supporter] It can be challenging but there are understanding people out there. You can't always pick your family. But if they truly make you feel that way you aren't obligated to be there. That's horrible.,,,,,,,,251,Normal,I feel depressed. I hate the holidays. I don't want to pretend to be happy around my family for christmas.,"Fake smiling is exhausting. I'm trying to find tiny joys, but it's hard.","Don't perform. If you're sad, be sad. But those tiny joys? What's one real thing that sparked a little light?",Baking with friends. Watching movies.,"Then overdose on that. More friends, less family obligation. Curate your holiday to survive it.",TRUE,75,
[seeker] Honestly I don't know.,[seeker] I think I would feel alot better about it if my coworkers were more supportive.,"[supporter] That only makes things tougher, doesn't it. So is there a way you could reassure your co-workers that this new position doesn't mean you have left their lives?",[seeker] Maybe,[supporter] What kinds of things do you think might help with that?,[supporter] Could you meet for lunch or coffee now and then?,"[supporter] Or could you all create a standing ""group chat"" to touch base regularly?",[seeker] Well we already have a group chat... we could keep communicating through that.,"[seeker] And lunch a few times a month would be nice, but they are all night shifters and I am going to be a dayshifter.","[supporter] Cool! But I gather that if you already do that, you don't think that would be enough? Or would it? What else might work?","[supporter] Ah, so you think that being on different shifts may be what has you all concerned about losing touch?",[seeker] Yes.  We won't even be awake at the same time.,"[supporter] Is there some overlap between the end of your day shift and the beginning of their night shift? Is there a time you are all awake? Maybe dinner for you, but ""breakfast"" for them?",[seeker] That is a good idea,[supporter] What else might minimize the separation? Do you all have weekends off?,[seeker] I will at my new job but they do not.,"[supporter] So maybe the ""between shifts"" type meeting may help? It might be hard to schedule, but I think you can do that. What do you think?",,,,1298,Normal,I have accepted a new job and my work friends are upset that I am leaving them.,"I want them to know I'm not abandoning them. How do I say ""I still care""?","Actions speak louder. A heartfelt text or a coffee date plan says ""You matter."" What's the draft in your head?",A personal message. Keeping them updated.,"Perfect. ""I'm leaving the desk, not the friendship."" Send it.",TRUE,76,
"[seeker] Thank you. On top of losing my job, my electric/water about to be turned off, my car was repossessed last night.",[supporter] I lost my job too during the pandemic.  Sounds like you are going through a similar situation due to Covid and are struggling with your finances.  Did I understand your concern correctly?,"[seeker] Yes, exactly. I have 4 kids I am trying to provide for so I am really feeling at a loss right now",[supporter] There are a lot of people like us going through this difficult time.  Are you talking with friends or family about your situation?,"[seeker] Honeslty, I don't have friends. I just spoke with my Uncle, he understands but can't help.",[supporter] I'm certainly glad your uncle is there to talk to.  I know family can be a source of strength.  Have you been able to find any assistance from local organizations?,[seeker] I got approved for  food stamps but other than that I don't know where to start looking.,"[supporter] Food stamps is a good start.  My parents just applied and were approved for a small amount, which is a start.  You might want to check your local government website or for local charities.  Does that sound like something you'd be interested in researching?",[seeker] Yes I will. I need all the help I can get right now.,[supporter] I am really sorry you are having to go through this.  You sound like a very strong person that will find the right solution.  It took a lot for you to seek support.,[seeker] Thank you. I just don't know what else to do. Thank you for listening to me.,"[supporter] I'm here as long as you need to chat.  I'd recommend reaching out to the electric and water companies to get those turned back on.  They likely have special programs to help during the pandemic.  Once you have a chance to review the local government and charity options, you can look to get your car back.  Take it one step at a time and things will start to get and feel better for you.",[seeker] I really hope so. I am going to look for government help now. Thank you,[supporter] That's great.  Is there anything else that would be helpful for us to discuss?,"[seeker] No, but thank you for listening and giving me ideas.",[supporter] Glad I could be of assistance.  I wish you the best during these trying times.,,,,,434,Normal,"I lost my job, my car was just repossessed and my bills are all behind.",Found a food bank flyer. Swallowing my pride for the kids.,Pride doesn't feed children. Courage does. You're doing the bravest thing possible. Do you know where to go?,Found the info at the store. It's a start.,It's a lifeline. Grab it with both hands. You're a good parent doing what needs to be done.,TRUE,77,
"[supporter] my hair is driving me crazy, so I get your frustration",[supporter] Is it long enough to braid?,[seeker] I went a year without cutting mine as well for the same reason. That is probably why it felt so out of control now that you say that. Now that I am vaccinated I just got it cut. Maybe I will like it better now.,"[seeker] Yes, I do like braids. That is a good idea.",[supporter] yay!  a haircut!!!  Congrats,[seeker] Thank you. It does make it feel a little better.,[seeker] I hope you can get yours cut soon too.,[supporter] one last suggestion: ask more stylists' opinions perhaps?,[supporter] oh thankyou....had my shot yesterday....now I have to wait for our lockdown to expire (May 20) so I have a bit more shag to go,"[seeker] Yes, good idea. It seems it has been so long to be able to do this. Maybe I need to think of a new style.",[seeker] Had my second shot last Thursday so I hope opportunities like a new stylist happen soon.,[supporter] Have you googled images for short curly hairstyles?,[seeker] I will look on Pinterest. Good idea.,[supporter] Second shot congrats!!   Very exciting.,[supporter] Pinterest is a great source for hairstyles as I recall...there are boards and boards of them.  Good idea!,,,,,,999,Normal,My curly hair is so unruly.,"Chopping it off! Short hair, fresh start. I'm actually excited.",The 'big chop'! It's liberating. Going for the wild look or something tamed?,Loose curls. Fun and easy.,"Love it. Hair grows back, but confidence is instant. Rock the new look!",TRUE,78,
